Time	CDK5(a!1), D(s!1, thr34~u, ser137~p, thr75~u).ParticleNumber	CDK5(a!1), D(s!1, thr34~u, ser137~u, thr75~u).ParticleNumber	CDK5(a).ParticleNumber	CK1(pSite~p).ParticleNumber	CK1(pSite~u).ParticleNumber	Ca2+(a!1), CK1(pSite~p!2), PP2B(ca1!1, ca2!3, ca3!4, ca4!5, state~a!2), Ca2+(a!5), Ca2+(a!4), Ca2+(a!3).ParticleNumber	Ca2+(a!1), D(s!2, thr34~u, ser137~p, thr75~p), PP2A(ca!1, pSite~u!2).ParticleNumber	Ca2+(a!1), D(s!2, thr34~u, ser137~u, thr75~p), PP2A(ca!1, pSite~u!2).ParticleNumber	Ca2+(a!1), PP2A(ca!1, pSite~u).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2!1, ca3, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2!3, ca3!4, ca4!1, state~a), Ca2+(a!4), Ca2+(a!3), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2, ca3!1, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1!2, ca2, ca3, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2!2, ca3!1, ca4, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2!2, ca3, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a!1), PP2B(ca1, ca2, ca3!2, ca4!1, state~i), Ca2+(a!2).ParticleNumber	Ca2+(a).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~p), PP2A(ca, pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~p), PP2C(a!1).ParticleNumber	D(s!1, thr34~u, ser137~p, thr75~u), PP2C(a!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~p), CK1(pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~p), PP2A(ca, pSite~u!1).ParticleNumber	D(s!1, thr34~u, ser137~u, thr75~u), CK1(pSite~u!1).ParticleNumber	D(s, thr34~u, ser137~p, thr75~p).ParticleNumber	D(s, thr34~u, ser137~p, thr75~u).ParticleNumber	D(s, thr34~u, ser137~u, thr75~p).ParticleNumber	D(s, thr34~u, ser137~u, thr75~u).ParticleNumber	PDE(pSite~u).ParticleNumber	PP2A(ca, pSite~u).ParticleNumber	PP2B(ca1, ca2, ca3, ca4, state~i).ParticleNumber	PP2C(a).ParticleNumber	R2C2(camp1, camp2, camp3, camp4, pka1~off, pka2~off).ParticleNumber
584	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
584.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
585	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
585.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
586	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
586.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
587	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
587.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
588	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
588.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
589	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
589.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
590	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
590.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
591	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
591.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
592	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
592.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
593	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
593.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
594	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
594.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
595	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
595.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
596	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
596.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
597	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
597.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
598	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
598.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
599	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
599.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
600	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
600.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
601	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
601.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
602	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
602.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
603	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
603.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
604	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
604.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
605	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
605.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
606	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
606.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
607	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
607.5	2.71999e+24	3.6017e+25	3.35287e+25	4.70768e+25	5.30658e+24	8.8443e+23	4.20103e+21	5.56282e+22	1.51322e+23	1.05785e+25	6.81315e+24	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	1.05785e+25	5.31365e+24	8.11797e+23	2.4747e+24	4.47888e+24	2.4747e+24	1.07495e+25	4.47888e+24	4.3541e+25	7.88035e+25	5.76551e+26	1.04348e+27	7.25066e+26	6.04933e+25	4.92743e+25	4.12235e+25	2.40886e+27
