time, D, CDK5, D_CDK5, D75, CK1, D_CK1, D137, PKA, D_PKA, D34, D34_CDK5, D34_CK1, PP2B, D34_PP2B, D34_75, D34_137, D75CK1, D75_PKA, PP2A, D75_PP2A, PP2AP, D75_PP2AP, D75_137, D137_CDK5, D137_PKA, D137_PP2C, PP2C, D34_75_CK1, D34_137_CDK5, D34_75_137, D75_137_PKA, D34_75_PP2B, D34_137_PP2B, D34_75_137_PP2B, D34_75_PP2A, D75_137_PP2A, D34_75_137_PP2A, D34_75_PP2AP, D75_137_PP2AP, D34_75_137_PP2AP, D34_137_PP2C, D75_137_PP2C, PDE, PP2Binactive, D34_75_137_PP2C, CK1P, CK1P_PP2B, PDE_PKA, PDEP, PP2A_PKA, Ca, PP2BinactiveCa2, R2C2, cAMP, cAMP_R2C2, cAMP2_R2C2, cAMP3_R2C2, cAMP4_R2C2, cAMP4_R2C, cAMP4_R2, cAMP_PDE, AMP, cAMP_PDEP, PP2ACa, D34_75_PP2ACa, D34_75_137_PP2ACa, D75_PP2ACa, D75_137_PP2ACa, D34_75_PP2APCa, PP2APCa, D34_75_137_PP2APCa, D75_PP2APCa, D75_137_PP2APCa, PP2ACa_PKA, 
415, 2.77476e-06, 8.3027e-08, 9.79718e-08, 1.55426e-06, 2.65686e-08, 1.32843e-08, 2.72328e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.59412e-07, 3.15502e-08, 0, 0, 1.69375e-07, 1.82659e-08, 0, 1.66054e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.39118e-07, 0, 1.11256e-07, 4.98162e-09, 0, 0, 0, 1.32843e-08, 5.64583e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
415.5, 2.75151e-06, 1.06274e-07, 8.46875e-08, 1.5908e-06, 3.32108e-08, 2.1587e-08, 2.98897e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 4.98162e-09, 0, 1.71036e-07, 2.1587e-08, 0, 0, 1.61072e-07, 8.3027e-09, 0, 1.49449e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.37457e-07, 0, 1.04614e-07, 1.66054e-09, 0, 0, 0, 1.99265e-08, 6.31005e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
416, 2.76314e-06, 1.09596e-07, 8.46875e-08, 1.55925e-06, 1.82659e-08, 2.1587e-08, 3.05539e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 1.32843e-08, 0, 1.57751e-07, 3.81924e-08, 0, 0, 1.66054e-07, 4.98162e-09, 0, 9.96323e-09, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.44099e-07, 0, 1.09596e-07, 3.32108e-09, 0, 0, 0, 1.16238e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
416.5, 2.75649e-06, 8.96691e-08, 9.79718e-08, 1.55426e-06, 2.1587e-08, 1.82659e-08, 2.90594e-07, 0, 0, 0, 0, 0, 3.81924e-08, 0, 0, 0, 9.96323e-09, 0, 1.76017e-07, 2.32475e-08, 0, 0, 1.8598e-07, 1.16238e-08, 0, 2.65686e-08, 1.01293e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.52402e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 9.96323e-09, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
417, 2.75317e-06, 8.46875e-08, 1.09596e-07, 1.54762e-06, 1.99265e-08, 1.16238e-08, 3.05539e-07, 0, 0, 0, 0, 0, 3.98529e-08, 0, 0, 0, 9.96323e-09, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.82659e-07, 4.98162e-09, 0, 1.16238e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.52402e-07, 0, 1.21219e-07, 3.32108e-09, 0, 0, 0, 1.82659e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
417.5, 2.74155e-06, 8.96691e-08, 1.01293e-07, 1.58415e-06, 2.1587e-08, 9.96323e-09, 2.95576e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 4.98162e-09, 0, 1.69375e-07, 2.65686e-08, 0, 0, 1.66054e-07, 8.3027e-09, 0, 3.15502e-08, 9.46507e-08, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.52402e-07, 0, 1.19559e-07, 9.96323e-09, 0, 0, 0, 1.66054e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
418, 2.7814e-06, 8.80086e-08, 1.02953e-07, 1.51607e-06, 2.65686e-08, 1.82659e-08, 3.05539e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.48713e-08, 0, 0, 1.74357e-07, 8.3027e-09, 0, 1.49449e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.49081e-07, 0, 1.09596e-07, 4.98162e-09, 0, 0, 0, 1.99265e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
418.5, 2.80465e-06, 9.29902e-08, 9.29902e-08, 1.51441e-06, 3.15502e-08, 9.96323e-09, 2.88934e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 9.96323e-09, 0, 1.56091e-07, 4.3174e-08, 0, 0, 1.80999e-07, 1.32843e-08, 0, 8.3027e-09, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.42439e-07, 0, 1.12917e-07, 1.66054e-09, 0, 0, 0, 8.3027e-09, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
419, 2.80963e-06, 7.47243e-08, 1.14577e-07, 1.50445e-06, 1.99265e-08, 1.99265e-08, 2.82292e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 9.96323e-09, 0, 1.67714e-07, 2.49081e-08, 0, 0, 1.80999e-07, 9.96323e-09, 0, 1.32843e-08, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.49081e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
419.5, 2.79303e-06, 8.96691e-08, 9.96323e-08, 1.52936e-06, 2.1587e-08, 1.66054e-08, 2.72328e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.65319e-08, 0, 0, 1.82659e-07, 9.96323e-09, 0, 2.32475e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.54062e-07, 0, 1.16238e-07, 4.98162e-09, 0, 0, 0, 2.32475e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
420, 2.80133e-06, 8.80086e-08, 1.02953e-07, 1.49615e-06, 2.1587e-08, 1.66054e-08, 2.90594e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 1.66054e-08, 0, 1.5443e-07, 4.3174e-08, 0, 0, 1.80999e-07, 8.3027e-09, 0, 1.49449e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.52402e-07, 0, 1.06274e-07, 4.98162e-09, 0, 0, 0, 1.66054e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
420.5, 2.84118e-06, 9.13296e-08, 9.63113e-08, 1.48452e-06, 2.98897e-08, 8.3027e-09, 3.05539e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.76017e-07, 1.99265e-08, 0, 0, 1.76017e-07, 1.16238e-08, 0, 1.49449e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.44099e-07, 0, 1.16238e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
421, 2.84616e-06, 1.02953e-07, 8.3027e-08, 1.49116e-06, 1.99265e-08, 1.82659e-08, 2.88934e-07, 0, 0, 0, 0, 0, 3.65319e-08, 0, 0, 0, 6.64216e-09, 0, 1.67714e-07, 2.32475e-08, 0, 0, 1.82659e-07, 1.32843e-08, 0, 1.16238e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.50741e-07, 0, 1.19559e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
421.5, 2.85945e-06, 9.29902e-08, 9.96323e-08, 1.47954e-06, 2.49081e-08, 9.96323e-09, 2.69007e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 6.64216e-09, 0, 1.76017e-07, 2.1587e-08, 0, 0, 1.92623e-07, 6.64216e-09, 0, 2.49081e-08, 9.96323e-08, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.50741e-07, 0, 1.19559e-07, 4.98162e-09, 0, 0, 0, 1.16238e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
422, 2.8362e-06, 7.97059e-08, 1.07935e-07, 1.48784e-06, 1.99265e-08, 1.16238e-08, 2.67347e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 4.98162e-09, 0, 1.64393e-07, 3.15502e-08, 0, 0, 1.89301e-07, 1.16238e-08, 0, 1.49449e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.52402e-07, 0, 1.26201e-07, 3.32108e-09, 0, 0, 0, 6.64216e-09, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
422.5, 2.76978e-06, 8.96691e-08, 9.79718e-08, 1.5526e-06, 1.49449e-08, 1.82659e-08, 2.78971e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 1.16238e-08, 0, 1.69375e-07, 2.82292e-08, 0, 0, 1.8598e-07, 1.16238e-08, 0, 1.66054e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.50741e-07, 0, 1.16238e-07, 4.98162e-09, 0, 0, 0, 2.65686e-08, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
423, 2.74155e-06, 9.13296e-08, 1.01293e-07, 1.57585e-06, 2.32475e-08, 1.99265e-08, 3.02218e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 1.16238e-08, 0, 1.79338e-07, 1.82659e-08, 0, 0, 1.82659e-07, 6.64216e-09, 0, 1.16238e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.4576e-07, 0, 1.06274e-07, 4.98162e-09, 0, 0, 0, 8.3027e-09, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
423.5, 2.70502e-06, 8.13664e-08, 1.06274e-07, 1.57751e-06, 2.1587e-08, 2.49081e-08, 2.92255e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 9.96323e-09, 0, 1.46127e-07, 4.81556e-08, 0, 0, 1.71036e-07, 1.16238e-08, 0, 1.82659e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.55723e-07, 0, 1.02953e-07, 6.64216e-09, 0, 0, 0, 1.16238e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
424, 2.73989e-06, 9.13296e-08, 9.79718e-08, 1.59246e-06, 2.32475e-08, 1.49449e-08, 3.072e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.77678e-07, 1.99265e-08, 0, 0, 1.64393e-07, 9.96323e-09, 0, 9.96323e-09, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.52402e-07, 0, 1.14577e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
424.5, 2.73325e-06, 1.02953e-07, 8.96691e-08, 1.58581e-06, 2.1587e-08, 1.99265e-08, 3.23805e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 9.96323e-09, 0, 1.72696e-07, 2.32475e-08, 0, 0, 1.64393e-07, 6.64216e-09, 0, 1.16238e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.49081e-07, 0, 1.14577e-07, 0, 0, 0, 0, 2.32475e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
425, 2.75649e-06, 9.29902e-08, 8.46875e-08, 1.58415e-06, 2.98897e-08, 1.16238e-08, 2.90594e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.71036e-07, 2.1587e-08, 0, 1.16238e-08, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.52402e-07, 0, 1.16238e-07, 1.66054e-09, 0, 0, 0, 1.49449e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
425.5, 2.73325e-06, 9.96323e-08, 8.96691e-08, 1.59744e-06, 2.1587e-08, 1.99265e-08, 2.95576e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 8.3027e-09, 0, 1.56091e-07, 3.98529e-08, 0, 0, 1.59412e-07, 9.96323e-09, 0, 1.49449e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.50741e-07, 0, 1.09596e-07, 6.64216e-09, 0, 0, 0, 9.96323e-09, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
426, 2.73657e-06, 1.01293e-07, 7.80453e-08, 1.60408e-06, 1.66054e-08, 2.65686e-08, 2.85613e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.67714e-07, 2.65686e-08, 0, 0, 1.57751e-07, 1.99265e-08, 0, 1.66054e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.54062e-07, 0, 1.11256e-07, 1.66054e-09, 0, 0, 0, 1.49449e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
426.5, 2.7648e-06, 1.11256e-07, 7.97059e-08, 1.59412e-06, 2.65686e-08, 1.99265e-08, 2.78971e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 4.98162e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.72696e-07, 8.3027e-09, 0, 1.82659e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.52402e-07, 0, 1.14577e-07, 0, 0, 0, 0, 2.65686e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
427, 2.73657e-06, 9.13296e-08, 9.79718e-08, 1.58748e-06, 1.99265e-08, 2.82292e-08, 2.73989e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 3.32108e-09, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.77678e-07, 9.96323e-09, 0, 2.49081e-08, 9.63113e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.4742e-07, 0, 1.11256e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
427.5, 2.76646e-06, 9.79718e-08, 9.46507e-08, 1.54098e-06, 2.65686e-08, 9.96323e-09, 2.95576e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 1.32843e-08, 0, 1.57751e-07, 3.81924e-08, 0, 0, 1.69375e-07, 6.64216e-09, 0, 2.65686e-08, 9.13296e-08, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.4576e-07, 0, 1.16238e-07, 0, 0, 0, 0, 1.49449e-08, 6.14399e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
428, 2.7648e-06, 8.6348e-08, 1.01293e-07, 1.55094e-06, 2.1587e-08, 1.82659e-08, 2.90594e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 6.64216e-09, 0, 1.66054e-07, 3.15502e-08, 0, 0, 1.74357e-07, 1.16238e-08, 0, 1.99265e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.59044e-07, 0, 1.14577e-07, 4.98162e-09, 0, 0, 0, 1.99265e-08, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
428.5, 2.75649e-06, 8.13664e-08, 1.09596e-07, 1.55759e-06, 1.49449e-08, 1.49449e-08, 3.00558e-07, 0, 0, 0, 0, 0, 3.98529e-08, 0, 0, 0, 1.66054e-08, 0, 1.62733e-07, 2.82292e-08, 0, 0, 1.64393e-07, 8.3027e-09, 0, 8.3027e-09, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.64026e-07, 0, 1.17898e-07, 1.66054e-09, 0, 0, 0, 2.1587e-08, 2.65686e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
429, 2.75816e-06, 9.63113e-08, 8.6348e-08, 1.59412e-06, 1.66054e-08, 1.32843e-08, 2.95576e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 1.32843e-08, 0, 1.72696e-07, 2.1587e-08, 0, 0, 1.59412e-07, 1.66054e-08, 0, 1.16238e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.4742e-07, 0, 1.17898e-07, 4.98162e-09, 0, 0, 0, 1.32843e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
429.5, 2.7648e-06, 9.46507e-08, 8.6348e-08, 1.60408e-06, 1.82659e-08, 1.66054e-08, 2.90594e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 1.16238e-08, 0, 1.77678e-07, 1.82659e-08, 0, 0, 1.49449e-07, 1.82659e-08, 0, 1.49449e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.52402e-07, 0, 1.16238e-07, 3.32108e-09, 0, 0, 0, 4.98162e-09, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
430, 2.76978e-06, 8.80086e-08, 9.63113e-08, 1.6074e-06, 1.16238e-08, 1.32843e-08, 2.60705e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 4.98162e-09, 0, 1.62733e-07, 3.32108e-08, 0, 0, 1.49449e-07, 1.49449e-08, 0, 1.66054e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.54062e-07, 0, 1.31183e-07, 4.98162e-09, 0, 0, 0, 1.99265e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
430.5, 2.77144e-06, 9.63113e-08, 8.80086e-08, 1.61238e-06, 1.32843e-08, 4.98162e-09, 2.49081e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 1.49449e-08, 0, 1.56091e-07, 3.65319e-08, 0, 0, 1.51109e-07, 1.49449e-08, 0, 1.82659e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.54062e-07, 0, 1.31183e-07, 1.66054e-09, 0, 0, 0, 9.96323e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
431, 2.76646e-06, 8.13664e-08, 1.04614e-07, 1.64227e-06, 1.66054e-08, 9.96323e-09, 2.42439e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 3.32108e-09, 0, 1.79338e-07, 1.82659e-08, 0, 0, 1.59412e-07, 1.32843e-08, 0, 1.16238e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.52402e-07, 0, 1.32843e-07, 3.32108e-09, 0, 0, 0, 1.16238e-08, 4.98162e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
431.5, 2.76314e-06, 9.46507e-08, 9.63113e-08, 1.64892e-06, 1.16238e-08, 8.3027e-09, 2.40778e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 1.16238e-08, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.44467e-07, 8.3027e-09, 0, 1.82659e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.50741e-07, 0, 1.32843e-07, 1.66054e-09, 0, 0, 0, 2.1587e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
432, 2.77144e-06, 1.02953e-07, 8.96691e-08, 1.6622e-06, 1.49449e-08, 9.96323e-09, 2.44099e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 8.3027e-09, 0, 1.62733e-07, 2.98897e-08, 0, 0, 1.36164e-07, 6.64216e-09, 0, 1.32843e-08, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.44099e-07, 0, 1.27862e-07, 4.98162e-09, 0, 0, 0, 1.49449e-08, 5.97794e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
432.5, 2.79967e-06, 1.16238e-07, 6.97426e-08, 1.65722e-06, 1.66054e-08, 1.16238e-08, 2.29154e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 1.32843e-08, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.34504e-07, 1.32843e-08, 0, 1.49449e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.49081e-07, 0, 1.2288e-07, 1.66054e-09, 0, 0, 0, 1.49449e-08, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
